20,7;27,8;39,2
19,4;25,6;36,5
21;28,1;40,5
21,2;28,2;39,6
21,5;28,2;39,9
21,3;28,8;40
21,4;28,3;37,8
20,7;27;34,5
;;
19,5;27,3;42
18,8;25,3;43,9
19,4;27,2;41,6
19,3;27,3;43
19,7;28,3;41,8
20,7;28,8;41,1
20,1;28,6;42,1
19,3;26,3;35,2
